gene1,gene2,statistic,pvalue
GAL3ST1,GPIHBP1,0.8994492972043145,2.853489261932284e-05
GAL3ST1,GPR62,0.9508001943267684,6.19125703436435e-07
GAL3ST1,HAGLR,0.9407372601589972,1.6895903887252918e-06
GAL3ST1,HOXD1,0.931771823838216,3.603153835853097e-06
GAL3ST1,HSPA2,0.9797050701006094,5.02153740784652e-09
GAL3ST1,ICOSLG,0.90234392893255,2.4439500491496054e-05
GAL3ST1,KLK6,0.9434089816807066,1.317810053149057e-06
GAL3ST1,LDB3,0.9037236429456924,2.266154811344063e-05
GAL3ST1,LINC00639,0.9372739828641394,2.2935688737796595e-06
GAL3ST1,LINC01978,0.8918462033027832,4.196993499453072e-05
GAL3ST1,LINC01992,0.8800830657030136,7.234007876139438e-05
GAL3ST1,LINC03002,0.855572445481414,0.0001915405183836
GAL3ST1,LINC03013,0.9081643971785466,1.7632026353318687e-05
GAL3ST1,LIPE,0.9761940061624396,1.1996425669114676e-08
GAL3ST1,LOC102723996,0.90234392893255,2.4439500491496054e-05
GAL3ST1,MAG,0.9288644222890068,4.507020516371824e-06
GAL3ST1,MOG,0.933793366903376,3.065888428849889e-06
GAL3ST1,MYRF,0.9363046206279324,2.4907001112039065e-06
GAL3ST1,NINJ2,0.9652185126529454,9.451769572569113e-08
GAL3ST1,NIPAL4,0.959303293230317,2.2167208781943566e-07
GAL3ST1,PACC1,0.9473467576346848,8.931115043778705e-07
GAL3ST1,PLXNB3,0.969922371563918,4.2892040605621626e-08
GAL3ST1,PPP1R14A,0.8999819608760571,2.7742595794155917e-05
GAL3ST1,PRR18,0.958801461290234,2.368990999964239e-07
GAL3ST1,PTPRH,0.8545806149073445,0.0001984904458835
GAL3ST1,RTKN,0.9095885064747692,1.6225259676590667e-05
GAL3ST1,S1PR5,0.9071139297546954,1.873134320357431e-05
GAL3ST1,SH3TC2-DT,0.8984318393920245,3.009882501618269e-05
GAL3ST1,SLC45A3,0.9382002608814975,2.117193861924451e-06
GAL3ST1,SLC5A11,0.919279907718311,8.864353814351352e-06
GAL3ST1,SLC6A9,0.9326336906846336,3.3654955538069214e-06
GAL3ST1,SMIM5,0.86673406525322,0.000125860495341
GAL3ST1,SOX10,0.9215798994777123,7.595573347484528e-06
GAL3ST1,ST18,0.90636213805868,1.9551455797867155e-05
GAL3ST1,TF,0.942101123425842,1.490463898799785e-06
GAL3ST1,TGFA,0.9507380978728076,6.233605860182724e-07
GAL3ST1,TMEM125,0.9499673840779854,6.779080903764992e-07
GAL3ST1,TMEM235,0.9004111409841635,2.711717540266928e-05
GAL3ST1,TMEM63A,0.9156086684517226,1.12396003530074e-05
GAL3ST1,TMEM88B,0.9406202573895018,1.707629459897269e-06
GAL3ST1,TMT1B,0.8755927334522805,8.775906592053182e-05
GAL3ST1,TRIM59,0.9296741846205258,4.238687233627933e-06
GAL3ST1,TYMS,0.8706866550697232,0.000107501445987
GAL3ST1,UGT8,0.9215874777016656,7.5916501272622945e-06
GAL3ST4,HPGDS,0.8710592998097964,0.0001058876338603
GAL3ST4,IGSF6,0.859865824014185,0.0001636563253242
GAL3ST4,ITGAM,0.8900422232763973,4.580304586354823e-05
GAL3ST4,ITGB2,0.8535205047166353,0.0002061393754901
GAL3ST4,LILRA2,0.8525727819454476,0.0002131744182773
GAL3ST4,LILRB4,0.9217870999603184,7.488894039540761e-06
GAL3ST4,LINC01736,0.8610433893811499,0.000156604741424
GAL3ST4,LINC02712,0.8994404059264443,2.8548270373913025e-05
GAL3ST4,LOC729654,0.8816750329438782,6.742730154939921e-05
GAL3ST4,LPAR5,0.903711891749826,2.267623841894999e-05
GAL3ST4,LPCAT2,0.8652843984651571,0.0001331891472177
GAL3ST4,LST1,0.915092865807379,1.161087352049918e-05
GAL3ST4,LY86,0.8686650562775806,0.0001166024966886
GAL3ST4,MPEG1,0.888020279800125,5.042801070970992e-05
GAL3ST4,NCKAP1L,0.91352913344146,1.2797311953002214e-05
GAL3ST4,P2RY13,0.8787456476646563,7.668525888729329e-05
GAL3ST4,PLD4,0.9261014751062344,5.527876158827464e-06
GAL3ST4,PLVAP,0.858266110710842,0.0001736390599227
GAL3ST4,PTGS1,0.892265442260409,4.111714106457184e-05
GAL3ST4,RASAL3,0.8772401560156368,8.182391927859986e-05
GAL3ST4,SELPLG,0.922657261878578,7.054004776370304e-06
GAL3ST4,SMIM35,0.8546347970822784,0.0001981056711688
GAL3ST4,SUSD3,0.9377786661243152,2.1960549736071186e-06
GAL3ST4,SYK,0.8742185021611476,9.29691591501068e-05
GAL3ST4,TBXAS1,0.8884382328601722,4.94425635920674e-05
GAL3ST4,TMEM119,0.921600127365072,7.58510508535948e-06
GAL3ST4,TREM2,0.902451474948023,2.4297005281204237e-05
GAL3ST4,WDFY4,0.9274571889178662,5.005923220572651e-06
GFAP,KCNE5,0.8607191418168227,0.0001585217620626
GFAP,SPOCD1,0.8600413621892999,0.0001625893979983
GFAP,TNC,0.8881835541144486,5.004118593370413e-05
GHRL,HCG22,0.8631510427537322,0.0001445897845921
GHRL,ITPKB-IT1,0.8709281882025663,0.0001064532149807
GHRL,RNF125,0.8520285387393377,0.0002172999583934
GHRL,UGT8,0.8743936704509071,9.22916238473511e-05
GIPR,GJB1,0.9008850041073256,2.6439862872167623e-05
GIPR,GLDN,0.8579456712642872,0.0001756958189083
GIPR,GPR62,0.8525124685945303,0.0002136285158881
GIPR,HAGLR,0.9017235123134266,2.527471807392774e-05
GIPR,HOXD1,0.9123097686848308,1.3788698263343446e-05
GIPR,KLK6,0.8838576905257055,6.112981094946927e-05
GIPR,LDB3,0.8644613558175017,0.0001374991094851
GIPR,LINC00639,0.8656804691811204,0.0001311538865491
GIPR,LINC03013,0.8883779179857085,4.958381175659179e-05
GIPR,LOC105371366,0.915906469819852,1.1029643103604252e-05
GIPR,LRRC63,0.887447210127422,5.180473878576642e-05
GIPR,NINJ2,0.8988462409209378,2.9453744304488103e-05
GIPR,NIPAL4,0.8933630899772679,3.895008280278051e-05
GIPR,PACC1,0.8522971278424882,0.0002152560978354
GIPR,PLD1,0.8831926143563928,6.29965123898139e-05
GIPR,SLC45A3,0.8902315712829769,4.538800195951624e-05
GIPR,SLC5A11,0.9352486464200148,2.7208288202942645e-06
GIPR,SLC6A9,0.8688097131006043,0.0001159314994731
GIPR,SMIM5,0.8753213234235963,8.876907457389394e-05
GIPR,ST18,0.86558916197556,0.0001316208629725
GIPR,TF,0.8971884210832121,3.210286323176629e-05
GIPR,TMEM235,0.9245279312229546,6.18794349931214e-06
GIPR,TMEM63A,0.8729062837000047,9.817224653518052e-05
GIPR,TRIM59,0.936749676496041,2.398557798024222e-06
GIPR,UGT8,0.8707624039526728,0.0001071718190399
GJB1,GLDN,0.9311104572564968,3.7945788545154697e-06
GJB1,GPD1,0.881326481642183,6.847935595579206e-05
GJB1,GPIHBP1,0.9114135699935016,1.4556069772594748e-05
GJB1,GPR62,0.9553768719953504,3.65102006784097e-07
GJB1,HAGLR,0.9204733304567172,8.18627990085131e-06
GJB1,HOXD1,0.9480197713981564,8.3319274877141e-07
GJB1,HSPA2,0.9399103459143704,1.8204572035631368e-06
GJB1,ICOSLG,0.92254992333701,7.106519756179143e-06
GJB1,IQGAP3,0.8721116670329109,0.0001014344589148
GJB1,ITPKB-IT1,0.8572323052918626,0.0001803443646707
GJB1,KLK6,0.9689156210919077,5.130700485708009e-08
GJB1,LDB3,0.9330251646255894,3.261822038411235e-06
GJB1,LINC00639,0.9170542687374508,1.0249792382914731e-05
GJB1,LINC01978,0.8760473605344409,8.60878598037295e-05
GJB1,LINC03002,0.8714308531574589,0.0001042978868989
GJB1,LINC03013,0.8984389478521451,3.008766468649148e-05
GJB1,LIPE,0.9296636266378092,4.242100705073146e-06
GJB1,LOC102723996,0.92254992333701,7.106519756179143e-06
GJB1,MAG,0.9376741712362744,2.215964397065816e-06
GJB1,MOG,0.9617939678470824,1.5738086811528822e-07
GJB1,MYRF,0.960591483423334,1.8619258405527986e-07
GJB1,NINJ2,0.969957876607359,4.261721897482151e-08
GJB1,NIPAL4,0.9787276118533156,6.492018878996985e-09
GJB1,NXPH4,0.8504229245526713,0.000229842619588
GJB1,PACC1,0.937808837390886,2.1903334701584656e-06
GJB1,PLXNB3,0.9253388867628448,5.840257359809612e-06
GJB1,PPP1R14A,0.907132567774616,1.8711369191272694e-05
GJB1,PRR18,0.9218442715022056,7.459672659403375e-06
GJB1,RNF125,0.8637830600234162,0.0001411341340419
GJB1,RTKN,0.8779159131293829,7.948435233927767e-05
GJB1,S1PR5,0.9171597001613494,1.0180451507616204e-05
GJB1,SH3TC2-DT,0.8588574215788173,0.0001698941046032
GJB1,SLC45A3,0.9527001129492167,5.003933278968094e-07
GJB1,SLC5A11,0.9709613868531948,3.542201586502636e-08
GJB1,SLC6A9,0.9190079031072989,9.02506645808283e-06
GJB1,SMIM5,0.8902016050996173,4.545348492079569e-05
GJB1,SOX10,0.8518118515704372,0.0002189600982558
GJB1,ST18,0.9244256566333264,6.232954294995346e-06
GJB1,TF,0.9796776855943082,5.058651234852657e-09
GJB1,TGFA,0.9310921703261792,3.799986302704781e-06
GJB1,TMEM125,0.9344756447894808,2.8999604603917166e-06
GJB1,TMEM233,0.8896488487642041,4.667504630817445e-05
GJB1,TMEM235,0.950189050936766,6.61837749971632e-07
GJB1,TMEM63A,0.930638404242164,3.936174462823112e-06
GJB1,TMEM88B,0.957454294321101,2.8202510839416e-07
GJB1,TRIM59,0.9685182230282552,5.497785611762764e-08
GJB1,TYMS,0.898099747506567,3.062393289971415e-05
GJB1,UGT8,0.9422574009851004,1.4689184115457965e-06
GLDN,GPR62,0.8507200748727008,0.0002274789676539
GLDN,HAGLR,0.877364887137744,8.138798685778932e-05
GLDN,HOXD1,0.8795270146688097,7.412202711125007e-05
GLDN,HSPA2,0.9103797681643812,1.5483627238348365e-05
GLDN,ICOSLG,0.9383206740169064,2.095096316373689e-06
GLDN,IQGAP3,0.8664843046869063,0.0001270996091329
GLDN,KLK6,0.8813841182083473,6.830448651057433e-05
GLDN,LDB3,0.9320594062746232,3.522391838939337e-06
GLDN,LINC00639,0.9188463607204864,9.121620428576622e-06
GLDN,LINC01877,0.8646179710582258,0.0001366705172333
GLDN,LINC01978,0.8937307080095002,3.8245172290181976e-05
GLDN,LINC03002,0.9492430998698378,7.32639642672539e-07
GLDN,LINC03013,0.9510124153631144,6.048284519492427e-07
GLDN,LIPE,0.8656690363072559,0.0001312122856387
GLDN,LOC102723996,0.9383206740169064,2.095096316373689e-06
GLDN,MAG,0.924196278657942,6.334865174009924e-06
GLDN,MOG,0.9781547300758016,7.505481033031925e-09
GLDN,MYRF,0.9566210812684524,3.1326629740221133e-07
GLDN,NINJ2,0.9467753815274494,9.466823904139944e-07
GLDN,NIPAL4,0.8940020178267801,3.773153405162274e-05
GLDN,PACC1,0.9524530278373654,5.146933931623585e-07
GLDN,PLD1,0.9187163303210418,9.199943703590497e-06
GLDN,PLXNB3,0.8972776610061791,3.195555644976865e-05
GLDN,PPP1R14A,0.9156511948689764,1.120942249106815e-05
GLDN,PRR18,0.9165575328464066,1.0581634955355908e-05
GLDN,RNF125,0.9582723050643608,2.53865082304159e-07
GLDN,RTKN,0.9248006275428896,6.069212566873009e-06
GLDN,S1PR5,0.9398883021635068,1.8240549332979552e-06
GLDN,SLC45A3,0.9230323816523212,6.872934372297888e-06
GLDN,SLC5A11,0.8760322171264161,8.614311368022979e-05
GLDN,SLC6A9,0.8928649327810487,3.9921912634800325e-05
GLDN,SMIM5,0.9255782642880118,5.740703302163183e-06
GLDN,SOX10,0.8823840932956895,6.532705757535927e-05
GLDN,ST18,0.962965643287627,1.329033047586239e-07
GLDN,TF,0.9475555888107056,8.741570069251132e-07
GLDN,TGFA,0.8795574855155263,7.402347751424014e-05
GLDN,TMEM125,0.889423217375322,4.7181186972861904e-05
GLDN,TMEM235,0.862077367689748,0.0001506147969346
GLDN,TMEM63A,0.96217191640886,1.491153363226421e-07
GLDN,TMEM88B,0.9543816606518408,4.113995298894976e-07
GLDN,TRIM59,0.9451289338634236,1.1157928772305504e-06
GLDN,TYMS,0.9742496918468868,1.840591127355493e-08
GLDN,UGT8,0.945251636679215,1.1024015462200171e-06
GPD1,GPR17,0.8623175215531063,0.0001492500777065
GPD1,GPR62,0.8782421533612568,7.837419651081407e-05
GPD1,HAGLR,0.858409383023207,0.0001727256901906
GPD1,HCG22,0.85001998623037,0.000233078926458
GPD1,HOXD1,0.8939142646928968,3.789705654791248e-05
GPD1,HSPA2,0.8601366705031811,0.0001620124384637
GPD1,ITPKB-IT1,0.9275579026337432,4.968798032642194e-06
GPD1,KLK6,0.8651960717844505,0.0001336464450446
GPD1,LILRA2,0.8716471782045354,0.0001033811333435
GPD1,LIPE,0.8554876569825255,0.0001921269553851
GPD1,NINJ2,0.8970008561428615,3.2414252409358814e-05
GPD1,NIPAL4,0.9066383662660956,1.9246832844967414e-05
GPD1,NXPH4,0.8742406951295143,9.288309931377924e-05
GPD1,PACC1,0.8986410757119357,2.9771711875340655e-05
GPD1,PTPRH,0.9278449370673608,4.864210356405678e-06
GPD1,SLC6A9,0.9336662608354144,3.0976322867207643e-06
GPD1,ST6GALNAC2,0.8655066021773118,0.0001320442440719
GPD1,TF,0.907422178889026,1.8403195667346837e-05
GPD1,TGFA,0.9475031952931852,8.788815290386226e-07
GPD1,TMEM125,0.9067648712031388,1.910860572125272e-05
GPD1,TMEM255A,0.929535041153814,4.283851998608189e-06
GPD1,TMT1B,0.8730084153723412,9.77591147722028e-05
GPD1,UGT8,0.8915268402295208,4.262904648432143e-05
GPIHBP1,GPR62,0.9080986240988616,1.7699295326438547e-05
GPIHBP1,HOXD1,0.873804762210995,9.458527260675392e-05
GPIHBP1,HSPA2,0.9174509274374374,9.990879288542416e-06
GPIHBP1,ICOSLG,0.852317821116422,0.0002150992671888
GPIHBP1,KLK6,0.874175654259011,9.313549507560918e-05
GPIHBP1,LDB3,0.8631313693846328,0.0001446984250134
GPIHBP1,LIPE,0.909160175414809,1.663850208150123e-05
GPIHBP1,LOC102723996,0.852317821116422,0.0002150992671888
GPIHBP1,MAG,0.8837396623982097,6.145780829888448e-05
GPIHBP1,MYRF,0.8833633607213621,6.251297071833826e-05
GPIHBP1,NINJ2,0.8528405650462508,0.0002111675573667
GPIHBP1,NIPAL4,0.9253626193618486,5.830325429319165e-06
GPIHBP1,PLXNB3,0.8910585136941115,4.3610594997725e-05
GPIHBP1,PPP1R14A,0.869835539322519,0.000111261156236
GPIHBP1,PRR18,0.8766218100385057,8.401270752916778e-05
GPIHBP1,SH3TC2-DT,0.8936020730652006,3.849065560718505e-05
GPIHBP1,SLC35D2-HSD17B3,0.8758737899060627,8.672287156374872e-05
GPIHBP1,SLC45A3,0.8511562845067666,0.0002240442641979
GPIHBP1,SLC5A11,0.886480000514843,5.419660048431258e-05
GPIHBP1,TF,0.8806154822668473,7.066618368547872e-05
GPIHBP1,TMEM125,0.8602819805407519,0.0001611359312735
GPIHBP1,TMEM233,0.8596281831559831,0.0001651096022815
GPIHBP1,TMEM88B,0.8779539445410707,7.93542917324508e-05
GPNMB,LINC00906,0.865640788817263,0.0001313566627643
GPR17,LILRB4,0.8638260373979563,0.0001409015645147
GPR17,LOC124901612,0.9212696736018696,7.757587089729134e-06
GPR17,SIGLEC11,0.8564995442020022,0.0001852208182674
GPR17,SMOC1,0.8898525997456757,4.622174050985187e-05
GPR17,SOX10,0.8655983382695547,0.0001315738723392
GPR17,TMEM119,0.8593457780805085,0.000166849992593
GPR34,ITGAM,0.9143646741216732,1.2151799397238423e-05
GPR34,ITGB2,0.938091633376366,2.1372901582311086e-06
GPR34,KCNQ1,0.8517571400870539,0.0002193808601645
GPR34,KIF18B,0.94014662965639,1.782253414538136e-06
GPR34,LILRB4,0.9132701991049408,1.3002870295937386e-05
GPR34,LINC01736,0.9317645478592468,3.605216410392295e-06
GPR34,LPAR5,0.9332895853515718,3.19326969821538e-06
GPR34,LPCAT2,0.9191949557900384,8.914297177049217e-06
GPR34,LY86,0.9512982556645524,5.85996187980381e-07
GPR34,NCKAP1L,0.9181878025412146,9.523906882209287e-06
GPR34,NSUN7,0.8877031307193989,5.118624513097211e-05
GPR34,OLR1,0.8658526631884713,0.0001302768271936
GPR34,P2RY12,0.8733841005193806,9.62513807883796e-05
GPR34,P2RY13,0.9218938019264162,7.434431282114981e-06
GPR34,PIK3R5,0.9331947355106864,3.2177245514636717e-06
GPR34,PLD4,0.9047601406096526,2.139559811941293e-05
GPR34,PLVAP,0.9044444785802596,2.177495185196314e-05
GPR34,PTGS1,0.9463580722581008,9.87431542070416e-07
GPR34,RASAL3,0.8627798746035246,0.0001466504561997
GPR34,RNASE6,0.9293417162826654,4.347248719695967e-06
GPR34,SELPLG,0.9338771131947065,3.04511761612494e-06
GPR34,SIGLEC10,0.8924675578493211,4.0711008864542845e-05
GPR34,SMIM35,0.8803294886691301,7.156143330726923e-05
GPR34,SUSD3,0.8691699458618434,0.0001142739431374
GPR34,SYK,0.9039831549382564,2.2339075928088236e-05
GPR34,TBXAS1,0.9040099010535122,2.2306051965528197e-05
GPR34,TLR1,0.9101756264169926,1.5672295475305978e-05
GPR34,TLR6,0.8913426659249232,4.301291202681258e-05
GPR34,TMEM119,0.8949345222285163,3.6008212443716256e-05
GPR34,TREM2,0.9373653931342396,2.275651635289852e-06
GPR34,WDFY4,0.8791015245149534,7.550916946141656e-05
GPR62,HAGLR,0.9312982698030318,3.739401973976386e-06
GPR62,HOXD1,0.9055640488772678,2.045345599002024e-05
GPR62,HSPA2,0.9330928913674444,3.244151203339474e-06
GPR62,ICOSLG,0.9010249338120124,2.624247962118969e-05
GPR62,KLK6,0.9851507685679692,9.101448114161617e-10
GPR62,LDB3,0.865190045356347,0.0001336776915696
GPR62,LINC00639,0.8710314964472943,0.0001060073691412
GPR62,LIPE,0.9592827600956624,2.222790921472371e-07
GPR62,LOC102723996,0.9010249338120124,2.624247962118969e-05
GPR62,MAG,0.9138088688979448,1.2578192542449351e-05
GPR62,MOG,0.887718307327495,5.114975410236248e-05
GPR62,MYRF,0.9371716356260348,2.313765223952033e-06
GPR62,NINJ2,0.9571713755970964,2.92335188981346e-07
GPR62,NIPAL4,0.9787887050406944,6.390882688450748e-09
GPR62,NXPH4,0.8707009625268668,0.0001074391240241
GPR62,PACC1,0.8953196576648456,3.531517963963903e-05
GPR62,PLXNB3,0.8865462705592554,5.402994434372258e-05
GPR62,PRR18,0.8782664671110955,7.829195947623829e-05
GPR62,SH3TC2-DT,0.890602310871183,4.458409483381347e-05
GPR62,SLC45A3,0.96863587516905,5.386949716191233e-08
GPR62,SLC5A11,0.961124554830263,1.7293344381189053e-07
GPR62,SLC6A9,0.8883710585610402,4.959989595322692e-05
GPR62,TF,0.9523896837220808,5.184123534470118e-07
GPR62,TGFA,0.9271490850803557,5.120891206148304e-06
GPR62,TMEM125,0.9480035204552836,8.346000835005117e-07
GPR62,TMEM233,0.9076312113233038,1.818331552411701e-05
GPR62,TMEM235,0.9701033423843696,4.150618892648326e-08
GPR62,TMEM63A,0.8719758687416898,0.0001020005321168
GPR62,TMEM88B,0.8994504354187071,2.853318043385568e-05
GPR62,TMT1B,0.8556935080314431,0.0001907056656111
GPR62,TRIM59,0.941805900251106,1.531864181136109e-06
GPR62,UGT8,0.8946136181819527,3.659397004638867e-05
HAGLR,HOXD1,0.945997461687772,1.023779404144039e-06
HAGLR,HSPA2,0.8932371830723748,3.919389442955289e-05
HAGLR,ICOSLG,0.8545002909695648,0.0001990619614165
HAGLR,KLK6,0.9465716738321154,9.663999310432146e-07
HAGLR,LDB3,0.8709511777427472,0.0001063538699508
HAGLR,LINC00639,0.9403754903004722,1.74587162384778e-06
HAGLR,LINC01978,0.8794228722933127,7.445964051102516e-05
HAGLR,LINC01992,0.9062233970284104,1.970591621539047e-05
HAGLR,LINC03013,0.918957161075088,9.055305713137889e-06
HAGLR,LIPE,0.9018004008740356,2.516998043266097e-05
HAGLR,LOC102723996,0.8545002909695648,0.0001990619614165
HAGLR,LRRC63,0.905929704576582,2.00361256184507e-05
HAGLR,MOG,0.8734175628953843,9.611799383416908e-05
HAGLR,MYRF,0.8819942203865169,6.647527364248487e-05
HAGLR,NINJ2,0.9464978404347892,9.736282045493956e-07
HAGLR,NIPAL4,0.9452317668966554,1.1045611719888322e-06
HAGLR,PACC1,0.9419237057200208,1.5152335896259594e-06
HAGLR,PLD1,0.8565433448008053,0.0001849264093543
HAGLR,PLXNB3,0.895173136304641,3.557756335777122e-05
HAGLR,PTPRH,0.8918696175179088,4.192193580772043e-05
HAGLR,RNF125,0.8541737248391967,0.0002013990347877
HAGLR,SLC45A3,0.9288894568988928,4.498524062476123e-06
HAGLR,SLC5A11,0.9284102083228852,4.66344269823185e-06
HAGLR,SLC6A9,0.918815554053356,9.140127871624234e-06
HAGLR,ST18,0.8767632481637876,8.350796759996812e-05
HAGLR,TF,0.9203083475685712,8.277440372254239e-06
HAGLR,TGFA,0.9379546067440976,2.162860397132372e-06
HAGLR,TMEM125,0.9170905673916356,1.02258763603314e-05
HAGLR,TMEM235,0.9238080055814106,6.510436897235913e-06
HAGLR,TMEM255A,0.8574528648005943,0.0001788967781715
HAGLR,TMEM63A,0.8790706875682067,7.561050316729352e-05
HAGLR,TMEM88B,0.8766586697706565,8.388093430637626e-05
HAGLR,TMT1B,0.8753244376135579,8.875743311806594e-05
HAGLR,TRIM59,0.9339458244424578,3.0281609778974635e-06
HAGLR,UGT8,0.9339466140686034,3.0279665581439114e-06
HBG2,LINC01013,0.8900254026256921,4.584006290191792e-05
HCG22,ITPKB-IT1,0.8771374504105061,8.218427422296931e-05
HCG22,LINC00323,0.8641749042923254,0.0001390249881901
HCG22,LRRC63,0.8544391607516364,0.0001994977887381
HCG22,PACC1,0.8682118420363952,0.0001187248656396
HCG22,TF,0.8546450087980947,0.0001980332192525
HCG22,TGFA,0.8703131124753605,0.0001091388163566
HCG22,TMEM255A,0.8521500680357438,0.0002163732620414
HCG22,UGT8,0.883033210374212,6.345063403148573e-05
HOXD1,HSPA2,0.9036094136286544,2.280467257128541e-05
HOXD1,ICOSLG,0.8575310406771606,0.0001783859194019
HOXD1,ITPKB-IT1,0.8976419972754309,3.1359777882165924e-05
HOXD1,KLK6,0.9068908848563124,1.897171114091932e-05
HOXD1,LDB3,0.9380531206531862,2.144452065241351e-06
HOXD1,LINC00639,0.9461880440126204,1.0044368609644115e-06
HOXD1,LINC01978,0.9102601238050924,1.5593979461206986e-05
HOXD1,LINC01992,0.888307439585094,4.974927126705025e-05
HOXD1,LINC03013,0.9294173751431772,4.322348313696073e-06
HOXD1,LIPE,0.8942005672415495,3.735916688481156e-05
HOXD1,LOC102723996,0.8575310406771606,0.0001783859194019
HOXD1,LOC105371366,0.8731003753227488,9.7388319101965e-05
HOXD1,LRRC63,0.8788404737896119,7.637045750360563e-05
HOXD1,MOG,0.8915217822239366,4.263955178268624e-05
HOXD1,MYRF,0.8757949436761163,8.701256729671577e-05
HOXD1,NINJ2,0.9237862213576872,6.520402641978027e-06
HOXD1,NIPAL4,0.9587395704386864,2.38834488562364e-07
HOXD1,PACC1,0.9252966391710804,5.857971512789242e-06
HOXD1,PLD1,0.8666048455631118,0.0001265003705544
HOXD1,PLXNB3,0.9253829633456307,5.821822478168146e-06
HOXD1,PPP1R14A,0.9330001987990086,3.268355575382292e-06
HOXD1,PRR18,0.8695201448319565,0.000112680761877
HOXD1,PTPRH,0.8702773084820864,0.0001092967987944
HOXD1,RNF125,0.8733861766460836,9.62431006748931e-05
HOXD1,S1PR5,0.8741823125351055,9.310963198154344e-05
HOXD1,SH3TC2-DT,0.857139986347466,0.0001809530410561
HOXD1,SLC45A3,0.8892846905948285,4.749410830916216e-05
HOXD1,SLC5A11,0.935093927331436,2.7559456723523604e-06
HOXD1,SLC6A9,0.9433846011229784,1.320872965832044e-06
HOXD1,SMIM5,0.8763942371013651,8.482995241893077e-05
HOXD1,ST18,0.8936692267549814,3.836234403686462e-05
HOXD1,TF,0.9306849927939664,3.922012740465913e-06
HOXD1,TGFA,0.91164060603915,1.435849362476575e-05
HOXD1,TMEM125,0.9099172810785422,1.59137093493367e-05
HOXD1,TMEM235,0.8929386822969656,3.977682351347852e-05
HOXD1,TMEM63A,0.9277160602111816,4.910947223860535e-06
HOXD1,TMEM88B,0.9013319442427415,2.5813565133846487e-05
HOXD1,TRIM59,0.930329536315664,4.031111939453542e-06
HOXD1,TYMS,0.8540538208406893,0.0002022625925407
HOXD1,UGT8,0.9136649108170718,1.2690575206785655e-05
HPGDS,IGSF6,0.9484357720366218,7.978170248827301e-07
HPGDS,ITGAL,0.8589387961334515,0.0001693838156923
HPGDS,ITGAM,0.8812734060994045,6.864070425129004e-05
HPGDS,KIF18B,0.8545648995583544,0.0001986021597231
HPGDS,LILRA2,0.8834449136982154,6.228307046625912e-05
HPGDS,LILRB4,0.9067049389892672,1.9173991379926076e-05
HPGDS,LINC01736,0.9041450473622228,2.213978433182017e-05
HPGDS,LINC02712,0.861649821119489,0.0001530690381263
HPGDS,LPAR5,0.9114368491872384,1.453571102846908e-05
HPGDS,LPCAT2,0.8823382028417908,6.54613785097171e-05
HPGDS,LST1,0.8911453943215064,4.34271481390028e-05
HPGDS,LY86,0.9070387439936534,1.8812092751321244e-05
HPGDS,MPEG1,0.946523894353992,9.710725425822816e-07
HPGDS,NCKAP1L,0.9290217180379092,4.453850828343044e-06
HPGDS,P2RY12,0.8921015614585388,4.1448826432749166e-05
HPGDS,P2RY13,0.9021691900837586,2.467245708471044e-05
HPGDS,PARP15,0.8581087497534704,0.0001746466779151
HPGDS,PLD4,0.8831040446183173,6.324851357536762e-05
HPGDS,PTGS1,0.8615724590010923,0.0001535165076051
HPGDS,RASAL3,0.9215359733285264,7.618346018499824e-06
HPGDS,RNASE6,0.8839767243323675,6.080044129410503e-05
HPGDS,SAMSN1,0.867108122348716,0.000124022782624
HPGDS,SELPLG,0.8640558760365885,0.0001396629924433
HPGDS,SIGLEC11,0.8641300425992012,0.0001392651779429
HPGDS,SMIM35,0.903058236878639,2.3505532537105145e-05
HPGDS,SUSD3,0.93263080097186,3.366270622199392e-06
HPGDS,TLR6,0.8668983769776901,0.0001250505858381
HPGDS,TMEM119,0.851089080993425,0.0002245707157116
HPGDS,TREM2,0.8665441994771135,0.0001268015746076
HPGDS,WDFY4,0.9190450921743972,9.002955762392872e-06
HSPA2,ICOSLG,0.9198888744064196,8.512913378703872e-06
HSPA2,KLK6,0.9224431770984008,7.159057608961276e-06
HSPA2,LDB3,0.8953974314704258,3.517653879519558e-05
HSPA2,LINC00639,0.8922073512814971,4.1234469164295086e-05
HSPA2,LINC01978,0.8887250709994969,4.8775243486231e-05
HSPA2,LINC03002,0.9051046638498884,2.098764924914057e-05
HSPA2,LINC03013,0.8988750752042547,2.940927624162939e-05
HSPA2,LIPE,0.9673782667789896,6.671082219058254e-08
HSPA2,LOC102723996,0.9198888744064196,8.512913378703872e-06
HSPA2,MAG,0.9510512199975604,6.022434206104824e-07
HSPA2,MOG,0.9358279386601044,2.5925472115492157e-06
HSPA2,MYRF,0.95103833532456,6.031007567817497e-07
HSPA2,NINJ2,0.9573978684609254,2.840574124469217e-07
HSPA2,NIPAL4,0.9401395983972304,1.783380814807442e-06
HSPA2,PACC1,0.9321562909206512,3.4955158635181227e-06
HSPA2,PLXNB3,0.9669372069631962,7.176384682095708e-08
HSPA2,PPP1R14A,0.9090378129128832,1.675809775279048e-05
HSPA2,PRR18,0.9633340067092356,1.2588306972358573e-07
HSPA2,RTKN,0.9538674441001992,4.3712455213615613e-07
HSPA2,S1PR5,0.8972715792764455,3.1965578173931654e-05
